NUMERO_INCIDENTE;CODIGO_CRIME;CODIGO_GRUPO_CRIME;DESCRICAO_CRIME;DISTRITO;AREA_REPORTADA;TEVE_TIRO;DATA_OCORRENCIA;ANO;MES;DIA_DA_SEMANA;HORA;ALTO_RISCO;LATITUDE;LONGITUDE
I182059865;2900;Other;VAL - VIOLATION OF AUTO LAW - OTHER;B2;585;0;27/07/2018 15:30;2018;7;Friday;15;0;42.30344;-71.085066
I182059852;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;325;0;29/07/2018 12:15;2018;7;Sunday;12;0;42.31015595;-71.07928347
I182059846;2007;Restraining Order Violations;VIOL. OF RESTRAINING ORDER W NO ARREST;B2;328;0;29/07/2018 12:50;2018;7;Sunday;12;0;42.30870132;-71.07932755
I182059835;3830;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PERSONAL INJURY;B2;180;0;29/07/2018 03:30;2018;7;Sunday;3;0;0;0
I182059831;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;182;0;29/07/2018 11:37;2018;7;Sunday;11;0;42.3285094;-71.08043739
I182059825;1810;Drug Violation;DRUGS - SALE / MANUFACTURING;B2;282;0;29/07/2018 11:45;2018;7;Sunday;11;0;42.30524752;-71.08089418
I182059813;3301;Verbal Disputes;VERBAL DISPUTE;B2;318;0;29/07/2018 10:18;2018;7;Sunday;10;0;42.30524752;-71.08089418
I182059804;2647;Other;THREATS TO DO BODILY HARM;B2;258;0;29/07/2018 09:10;2018;7;Sunday;9;0;42.30524752;-71.08089418
I182059804;423;Aggravated Assault;ASSAULT - AGGRAVATED;B2;258;0;29/07/2018 09:10;2018;7;Sunday;9;1;42.33761988;-71.09602529
I182059803;1402;Vandalism;VANDALISM;B2;237;0;27/07/2018 21:00;2018;7;Friday;21;0;42.33761988;-71.09602529
I182059783;3801;Motor Vehicle Accident Response;M/V ACCIDENT - OTHER;B2;180;0;29/07/2018 06:39;2018;7;Sunday;6;0;42.32066147;-71.07067867
I182059781;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;309;0;29/07/2018 05:17;2018;7;Sunday;5;0;42.32756936;-71.10181691
I182059780;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2; ;0;29/07/2018 05:11;2018;7;Sunday;5;0;42.3244404;-71.09163499
I182059769;2660;Other;OTHER OFFENSE;B2;566;0;29/07/2018 03:29;2018;7;Sunday;3;0;42.30801734;-71.08870712
I182059745;3119;Firearm Discovery;FIREARM/WEAPON - FOUND OR CONFISCATED;B2; ;0;29/07/2018 01:11;2018;7;Sunday;1;0;42.31468252;-71.07527119
I182059723;423;Aggravated Assault;ASSAULT - AGGRAVATED;B2;258;0;28/07/2018 22:28;2018;7;Saturday;22;1;42.33438106;-71.08720218
I182059721;3820;Motor Vehicle Accident Response;M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY;B2;264;0;28/07/2018 21:57;2018;7;Saturday;21;0;42.32947458;-71.10442024
I182059713;3304;Assembly or Gathering Violations;NOISY PARTY/RADIO-NO ARREST;B2;586;0;28/07/2018 20:43;2018;7;Saturday;20;0;42.32947458;-71.10442024
I182059706;3301;Verbal Disputes;VERBAL DISPUTE;B2;317;0;28/07/2018 21:30;2018;7;Saturday;21;0;42.32947458;-71.10442024
I182059700;3115;Investigate Person;INVESTIGATE PERSON;B2;281;0;28/07/2018 21:03;2018;7;Saturday;21;0;42.31348717;-71.07544518
I182059695;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;178;0;28/07/2018 18:12;2018;7;Saturday;18;0;42.31082341;-71.07267019
I182059689;1402;Vandalism;VANDALISM;B2;268;0;28/07/2018 19:57;2018;7;Saturday;19;0;42.3252158;-71.07492178
I182059687;2907;Violations;VAL - OPERATING AFTER REV/SUSP.;B2;305;0;28/07/2018 18:46;2018;7;Saturday;18;1;42.32311604;-71.0691723
I182059676;1830;Drug Violation;DRUGS - SICK ASSIST - HEROIN;B2;239;0;28/07/2018 19:09;2018;7;Saturday;19;0;42.32866284;-71.08563401
I182059673;3830;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PERSONAL INJURY;B2;611;0;28/07/2018 18:47;2018;7;Saturday;18;0;42.30878855;-71.09055618
I182059645;3114;Investigate Property;INVESTIGATE PROPERTY;B2;328;0;28/07/2018 16:45;2018;7;Saturday;16;0;42.31790476;-71.06706881
I182059632;613;Larceny;LARCENY SHOPLIFTING;B2;320;0;28/07/2018 11:49;2018;7;Saturday;11;0;42.31790476;-71.06706881
I182059630;2647;Other;THREATS TO DO BODILY HARM;B2;611;0;26/07/2018 16:00;2018;7;Thursday;16;0;42.31947814;-71.06554087
I182059623;521;Residential Burglary;BURGLARY - RESIDENTIAL - ATTEMPT;B2;587;0;28/07/2018 15:49;2018;7;Saturday;15;0;42.32713821;-71.07217961
I182059608;3410;Towed;TOWED MOTOR VEHICLE;B2;320;0;28/07/2018 10:55;2018;7;Saturday;10;0;42.3213001;-71.08567786
I182059600;613;Larceny;LARCENY SHOPLIFTING;B2;276;0;28/07/2018 14:58;2018;7;Saturday;14;0;0;0
I182059596;2900;Other;VAL - VIOLATION OF AUTO LAW - OTHER;B2;184;0;28/07/2018 14:40;2018;7;Saturday;14;0;42.29912998;-71.08672066
I182059596;2907;Violations;VAL - OPERATING AFTER REV/SUSP.;B2;184;0;28/07/2018 14:40;2018;7;Saturday;14;1;0;0
I182059592;617;Larceny;LARCENY THEFT FROM BUILDING;B2;327;0;19/07/2018 01:38;2018;7;Thursday;1;0;42.31790476;-71.06706881
I182059549;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;306;0;27/07/2018 14:30;2018;7;Friday;14;0;42.31940749;-71.07567842
I182059538;3018;Medical Assistance;SICK/INJURED/MEDICAL - POLICE;B2;282;0;28/07/2018 11:55;2018;7;Saturday;11;0;42.33047722;-71.10072736
I182059518;1106;Confidence Games;FRAUD - CREDIT CARD / ATM FRAUD;B2;261;0;10/07/2018 09:00;2018;7;Tuesday;9;0;42.31226446;-71.09020559
I182059511;2907;Violations;VAL - OPERATING AFTER REV/SUSP.;B2; ;0;28/07/2018 10:03;2018;7;Saturday;10;1;42.32793203;-71.08222598
I182059502;1402;Vandalism;VANDALISM;B2;288;0;28/07/2018 08:15;2018;7;Saturday;8;0;42.32969471;-71.0704441
I182059500;3802;Motor Vehicle Accident Response;M/V ACCIDENT - PROPERTY  DAMAGE;B2;328;0;28/07/2018 08:29;2018;7;Saturday;8;0;42.32742591;-71.07702562
I182059498;616;Larceny;LARCENY THEFT OF BICYCLE;B2;329;0;23/07/2018 08:00;2018;7;Monday;8;0;42.32130333;-71.09247072
I182059494;3801;Motor Vehicle Accident Response;M/V ACCIDENT - OTHER;B2; ;0;28/07/2018 06:03;2018;7;Saturday;6;0;42.31735472;-71.0658297
I182059484;3830;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PERSONAL INJURY;B2; ;0;28/07/2018 11:00;2018;7;Saturday;11;0;42.33511654;-71.10767674
I182059484;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2; ;0;28/07/2018 11:00;2018;7;Saturday;11;0;42.31129587;-71.07728269
I182059481;3114;Investigate Property;INVESTIGATE PROPERTY;B2; ;0;28/07/2018 01:08;2018;7;Saturday;1;0;42.3088984;-71.0830519
I182059459;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;600;0;28/07/2018 01:56;2018;7;Saturday;1;0;42.3337825;-71.10934344
I182059443;3301;Verbal Disputes;VERBAL DISPUTE;B2;327;0;27/07/2018 22:25;2018;7;Friday;22;0;42.33138384;-71.09734804
I182059430;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;302;0;27/07/2018 20:30;2018;7;Friday;20;0;42.31039012;-71.0853021
I182059422;724;Auto Theft;AUTO THEFT;B2; ;0;27/07/2018 21:12;2018;7;Friday;21;0;42.33330171;-71.08181675
I182059420;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;326;0;27/07/2018 20:51;2018;7;Friday;20;1;42.31988482;-71.06738613
I182059414;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;331;0;27/07/2018 20:30;2018;7;Friday;20;1;42.31988482;-71.06738613
I182059410;3115;Investigate Person;INVESTIGATE PERSON;B2;605;0;27/07/2018 20:45;2018;7;Friday;20;0;42.31988482;-71.06738613
I182059399;3125;Warrant Arrests;WARRANT ARREST;B2;311;0;27/07/2018 20:24;2018;7;Friday;20;0;42.31610023;-71.07523196
I182059398;1848;Drug Violation;DRUGS - POSS CLASS D - INTENT TO MFR DIST DISP;B2;311;0;27/07/2018 19:27;2018;7;Friday;19;0;42.3177913;-71.09334526
I182059398;3125;Warrant Arrests;WARRANT ARREST;B2;311;0;27/07/2018 19:27;2018;7;Friday;19;0;42.32866284;-71.08563401
I182059389;3115;Investigate Person;INVESTIGATE PERSON;B2;239;0;27/07/2018 18:51;2018;7;Friday;18;0;42.31877172;-71.07357119
I182059369;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;311;0;27/07/2018 17:00;2018;7;Friday;17;0;0;0
I182059354;1102;Fraud;FRAUD - FALSE PRETENSE / SCHEME;B2;316;0;27/07/2018 15:00;2018;7;Friday;15;0;42.32989215;-71.08894552
I182059351;521;Residential Burglary;BURGLARY - RESIDENTIAL - ATTEMPT;B2;317;0;27/07/2018 13:00;2018;7;Friday;13;0;42.30918536;-71.0739675
I182059349;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;316;0;27/07/2018 16:20;2018;7;Friday;16;0;42.30649283;-71.08180677
I182059348;3301;Verbal Disputes;VERBAL DISPUTE;B2;326;0;27/07/2018 17:33;2018;7;Friday;17;0;0;0
I182059341;2647;Other;THREATS TO DO BODILY HARM;B2;311;0;27/07/2018 16:39;2018;7;Friday;16;0;0;0
I182059327;3109;Police Service Incidents;SERVICE TO OTHER PD INSIDE OF MA.;B2;239;0;27/07/2018 15:54;2018;7;Friday;15;0;0;0
I182059327;3125;Warrant Arrests;WARRANT ARREST;B2;239;0;27/07/2018 15:54;2018;7;Friday;15;0;0;0
I182059319;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;320;0;27/07/2018 14:45;2018;7;Friday;14;0;42.31578488;-71.07210679
I182059294;2646;Liquor Violation;LIQUOR - DRINKING IN PUBLIC;B2;280;0;27/07/2018 15:00;2018;7;Friday;15;0;42.33478044;-71.0950293
I182059293;3201;Property Lost;PROPERTY - LOST;B2;587;0;27/07/2018 14:58;2018;7;Friday;14;0;0;0
I182059292;3201;Property Lost;PROPERTY - LOST;B2;307;0;25/07/2018 19:00;2018;7;Wednesday;19;0;42.31465095;-71.07448006
I182059290;2646;Liquor Violation;LIQUOR - DRINKING IN PUBLIC;B2;265;0;27/07/2018 14:30;2018;7;Friday;14;0;42.32532139;-71.09708142
I182059280;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;321;0;27/07/2018 12:00;2018;7;Friday;12;0;0;0
I182059275;3821;Motor Vehicle Accident Response;M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY;B2; ;0;27/07/2018 13:22;2018;7;Friday;13;0;42.31224327;-71.07549901
I182059274;2647;Other;THREATS TO DO BODILY HARM;B2;287;0;27/07/2018 13:22;2018;7;Friday;13;0;42.31215757;-71.07056813
I182059274;2610;Other;TRESPASSING;B2;287;0;27/07/2018 13:22;2018;7;Friday;13;0;42.33128553;-71.10772497
I182059272;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;325;0;25/07/2018 11:45;2018;7;Wednesday;11;0;42.3189792;-71.07964653
I182059268;616;Larceny;LARCENY THEFT OF BICYCLE;B2;612;0;23/07/2018 15:00;2018;7;Monday;15;0;42.3189792;-71.07964653
I182059258;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;316;0;27/07/2018 12:33;2018;7;Friday;12;0;42.3189792;-71.07964653
I182059255;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2; ;0;27/07/2018 12:05;2018;7;Friday;12;0;42.31735472;-71.0658297
I182059245;2647;Other;THREATS TO DO BODILY HARM;B2;318;0;26/07/2018 16:30;2018;7;Thursday;16;0;42.31776637;-71.08207709
I182059239;3301;Verbal Disputes;VERBAL DISPUTE;B2;264;0;27/07/2018 11:11;2018;7;Friday;11;0;42.31342215;-71.09348975
I182059236;542;Commercial Burglary;BURGLARY - COMMERICAL - NO FORCE;B2;328;0;26/07/2018 23:00;2018;7;Thursday;23;0;42.31202047;-71.08851632
I182059224;3125;Warrant Arrests;WARRANT ARREST;B2;179;0;27/07/2018 10:08;2018;7;Friday;10;0;42.31136702;-71.09328119
I182059223;3201;Property Lost;PROPERTY - LOST;B2;298;0;25/07/2018 16:00;2018;7;Wednesday;16;0;42.31286677;-71.07841587
I182059220;2629;Harassment;HARASSMENT;B2;309;0;27/07/2018 10:26;2018;7;Friday;10;0;42.3189792;-71.07964653
I182059219;3114;Investigate Property;INVESTIGATE PROPERTY;B2;320;0;26/07/2018 08:15;2018;7;Thursday;8;0;42.31705299;-71.06521384
I182059192;1402;Vandalism;VANDALISM;B2; ;0;27/07/2018 08:55;2018;7;Friday;8;0;42.31705299;-71.06521384
I182059181;520;Residential Burglary;BURGLARY - RESIDENTIAL - FORCE;B2;325;0;27/07/2018 05:57;2018;7;Friday;5;0;42.31011153;-71.0829899
I182059166;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;291;0;27/07/2018 00:21;2018;7;Friday;0;0;42.32950632;-71.08398018
I182059165;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;329;0;27/07/2018 01:08;2018;7;Friday;1;0;42.3323905;-71.09968329
I182059158;2905;Violations;VAL - OPERATING WITHOUT LICENSE;B2;279;0;27/07/2018 01:49;2018;7;Friday;1;1;42.31702141;-71.09459204
I182059158;3803;Motor Vehicle Accident Response;M/V ACCIDENT - PERSONAL INJURY;B2;279;0;27/07/2018 01:49;2018;7;Friday;1;0;42.32988771;-71.08445915
I182059148;3301;Verbal Disputes;VERBAL DISPUTE;B2;268;0;26/07/2018 23:42;2018;7;Thursday;23;0;42.31337034;-71.08363085
I182059142;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;258;0;26/07/2018 23:15;2018;7;Thursday;23;0;0;0
I182059141;3115;Investigate Person;INVESTIGATE PERSON;B2;312;0;26/07/2018 22:24;2018;7;Thursday;22;0;42.33192532;-71.08411222
I182059136;3301;Verbal Disputes;VERBAL DISPUTE;B2;320;0;26/07/2018 22:27;2018;7;Thursday;22;0;42.33192532;-71.08411222
I182059117;3115;Investigate Person;INVESTIGATE PERSON;B2;312;0;26/07/2018 21:29;2018;7;Thursday;21;0;42.31656425;-71.07811557
I182059105;1844;Drug Violation;DRUGS - POSS CLASS C;B2;276;0;26/07/2018 19:53;2018;7;Thursday;19;0;42.33744152;-71.10428096
I182059105;1810;Drug Violation;DRUGS - SALE / MANUFACTURING;B2;276;0;26/07/2018 19:53;2018;7;Thursday;19;0;42.31410481;-71.09291975
I182059105;1847;Drug Violation;DRUGS - POSS CLASS C - INTENT TO MFR DIST DISP;B2;276;0;26/07/2018 19:53;2018;7;Thursday;19;0;0;0
I182059098;3114;Investigate Property;INVESTIGATE PROPERTY;B2;611;0;26/07/2018 20:43;2018;7;Thursday;20;0;42.30878855;-71.09055618
I182059086;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;593;0;26/07/2018 18:19;2018;7;Thursday;18;0;42.31872544;-71.07567087
I182059085;520;Residential Burglary;BURGLARY - RESIDENTIAL - FORCE;B2;316;0;30/06/2018 11:00;2018;6;Saturday;11;0;42.31210601;-71.07256779
I182059072;617;Larceny;LARCENY THEFT FROM BUILDING;B2;238;0;25/07/2018 14:57;2018;7;Wednesday;14;0;42.33176796;-71.07182739
I182059071;3803;Motor Vehicle Accident Response;M/V ACCIDENT - PERSONAL INJURY;B2;604;0;26/07/2018 19:07;2018;7;Thursday;19;0;42.32281352;-71.08685352
I182059070;2647;Other;THREATS TO DO BODILY HARM;B2;261;0;26/07/2018 18:45;2018;7;Thursday;18;0;42.31996758;-71.08715022
I182059066;3301;Verbal Disputes;VERBAL DISPUTE;B2;606;0;26/07/2018 18:23;2018;7;Thursday;18;0;42.30919422;-71.08488946
I182059058;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;268;0;26/07/2018 18:03;2018;7;Thursday;18;0;0;0
I182059056;1402;Vandalism;VANDALISM;B2;301;0;26/07/2018 18:09;2018;7;Thursday;18;0;42.31398981;-71.07584635
I182059056;3301;Verbal Disputes;VERBAL DISPUTE;B2;301;0;26/07/2018 18:09;2018;7;Thursday;18;0;42.33019207;-71.09355705
I182059051;3301;Verbal Disputes;VERBAL DISPUTE;B2;304;0;26/07/2018 17:54;2018;7;Thursday;17;0;42.30673444;-71.07712722
I182059046;3201;Property Lost;PROPERTY - LOST;B2;320;0;26/07/2018 18:22;2018;7;Thursday;18;0;42.328597;-71.08274741
I182059040;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;316;0;26/07/2018 15:42;2018;7;Thursday;15;0;42.328597;-71.08274741
I182059038;3301;Verbal Disputes;VERBAL DISPUTE;B2;329;0;26/07/2018 15:45;2018;7;Thursday;15;0;42.3290038;-71.07838214
I182059031;3803;Motor Vehicle Accident Response;M/V ACCIDENT - PERSONAL INJURY;B2;182;0;26/07/2018 16:20;2018;7;Thursday;16;0;42.31635508;-71.06593853
I182059028;522;Residential Burglary;BURGLARY - RESIDENTIAL - NO FORCE;B2;321;0;26/07/2018 16:26;2018;7;Thursday;16;0;42.31632131;-71.0892305
I182059012;1102;Fraud;FRAUD - FALSE PRETENSE / SCHEME;B2;311;0;25/07/2018 15:00;2018;7;Wednesday;15;0;42.31096953;-71.08461836
I182059004;3114;Investigate Property;INVESTIGATE PROPERTY;B2;605;0;26/07/2018 15:11;2018;7;Thursday;15;0;42.3156892;-71.08951391
I182058999;3301;Verbal Disputes;VERBAL DISPUTE;B2;327;0;26/07/2018 11:15;2018;7;Thursday;11;0;42.33330171;-71.08181675
I182058992;3301;Verbal Disputes;VERBAL DISPUTE;B2;315;0;26/07/2018 14:10;2018;7;Thursday;14;0;42.33330171;-71.08181675
I182058991;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;316;0;26/07/2018 13:56;2018;7;Thursday;13;0;42.33330171;-71.08181675
I182058975;3114;Investigate Property;INVESTIGATE PROPERTY;B2;326;0;01/06/2018 14:12;2018;6;Friday;14;0;42.33330171;-71.08181675
I182058963;1402;Vandalism;VANDALISM;B2; ;0;26/07/2018 02:00;2018;7;Thursday;2;0;42.3337825;-71.10934344
I182058951;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;291;0;26/07/2018 08:00;2018;7;Thursday;8;0;42.33457489;-71.10551207
I182058945;3625;Other;DANGEROUS OR HAZARDOUS CONDITION;B2; ;0;26/07/2018 11:37;2018;7;Thursday;11;0;42.31027201;-71.09249374
I182058930;3119;Firearm Discovery;FIREARM/WEAPON - FOUND OR CONFISCATED;B2;282;0;26/07/2018 12:09;2018;7;Thursday;12;0;42.31775594;-71.06673388
I182058923;3201;Property Lost;PROPERTY - LOST;B2;280;0;01/06/2018 00:00;2018;6;Friday;0;0;42.33391238;-71.10524519
I182058919;3125;Warrant Arrests;WARRANT ARREST;B2;329;0;26/07/2018 11:17;2018;7;Thursday;11;0;42.32014754;-71.07368297
I182058892;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;330;0;26/07/2018 09:54;2018;7;Thursday;9;0;42.33225457;-71.11160342
I182058886;3410;Towed;TOWED MOTOR VEHICLE;B2;328;0;26/07/2018 09:01;2018;7;Thursday;9;0;42.32773335;-71.07742977
I182058885;2907;Violations;VAL - OPERATING AFTER REV/SUSP.;B2;325;0;26/07/2018 08:30;2018;7;Thursday;8;1;42.32339127;-71.09547475
I182058885;2906;Violations;VAL - OPERATING UNREG/UNINS  CAR;B2;325;0;26/07/2018 08:30;2018;7;Thursday;8;1;42.32339127;-71.09547475
I182058861;3114;Investigate Property;INVESTIGATE PROPERTY;B2;911;0;26/07/2018 02:14;2018;7;Thursday;2;0;42.32082221;-71.09731506
I182058855;3301;Verbal Disputes;VERBAL DISPUTE;B2;330;0;26/07/2018 00:04;2018;7;Thursday;0;0;42.30919422;-71.08488946
I182058847;301;Robbery;ROBBERY - STREET;B2; ;0;25/07/2018 23:30;2018;7;Wednesday;23;1;42.31027201;-71.09249374
I182058847;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2; ;0;25/07/2018 23:30;2018;7;Wednesday;23;1;42.30762176;-71.07752554
I182058842;3501;Missing Person Reported;MISSING PERSON;B2;304;0;26/07/2018 00:33;2018;7;Thursday;0;0;42.32388203;-71.06802956
I182058842;3502;Missing Person Located;MISSING PERSON - LOCATED;B2;304;0;26/07/2018 00:33;2018;7;Thursday;0;0;42.31363545;-71.08251322
I182058831;3502;Missing Person Located;MISSING PERSON - LOCATED;B2;319;0;25/07/2018 22:31;2018;7;Wednesday;22;0;42.31865102;-71.08162344
I182058818;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;265;0;25/07/2018 21:51;2018;7;Wednesday;21;0;42.33174951;-71.10958584
I182058801;613;Larceny;LARCENY SHOPLIFTING;B2;603;0;25/07/2018 20:57;2018;7;Wednesday;20;0;42.31465095;-71.07448006
I182058795;2662;Ballistics;BALLISTICS EVIDENCE/FOUND;B2;585;0;25/07/2018 07:30;2018;7;Wednesday;7;1;42.31315055;-71.08513733
I182058766;2906;Violations;VAL - OPERATING UNREG/UNINS  CAR;B2;321;0;25/07/2018 18:24;2018;7;Wednesday;18;1;42.31136702;-71.09328119
I182058750;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;593;0;25/07/2018 18:24;2018;7;Wednesday;18;0;42.31195475;-71.07871912
I182058747;802;Simple Assault;ASSAULT SIMPLE - BATTERY;B2;301;0;25/07/2018 16:33;2018;7;Wednesday;16;0;0;0
I182058740;3115;Investigate Person;INVESTIGATE PERSON;B2;304;0;24/07/2018 15:07;2018;7;Tuesday;15;0;42.32725736;-71.09274062
I182058738;2005;Offenses Against Child / Family;CHILD ENDANGERMENT;B2;612;0;21/07/2018 00:00;2018;7;Saturday;0;0;0;0
I182058734;3207;Property Found;PROPERTY - FOUND;B2; ;0;25/07/2018 16:56;2018;7;Wednesday;16;0;42.32866284;-71.08563401
I182058732;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;265;0;25/07/2018 17:27;2018;7;Wednesday;17;0;42.32925905;-71.08482402
I182058731;3115;Investigate Person;INVESTIGATE PERSON;B2;288;0;25/07/2018 17:23;2018;7;Wednesday;17;0;42.30733393;-71.0763704
I182058721;3501;Missing Person Reported;MISSING PERSON;B2;304;0;25/07/2018 17:02;2018;7;Wednesday;17;0;42.30576093;-71.08377157
I182058721;3502;Missing Person Located;MISSING PERSON - LOCATED;B2;304;0;25/07/2018 17:02;2018;7;Wednesday;17;0;42.31081602;-71.07814879
I182058716;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;320;0;25/07/2018 16:23;2018;7;Wednesday;16;0;42.31490506;-71.07866702
I182058707;3114;Investigate Property;INVESTIGATE PROPERTY;B2;301;0;25/07/2018 16:11;2018;7;Wednesday;16;0;42.31490506;-71.07866702
I182058695;413;Aggravated Assault;ASSAULT - AGGRAVATED - BATTERY;B2;612;0;25/07/2018 14:42;2018;7;Wednesday;14;1;42.33506218;-71.09316781
I182058690;3114;Investigate Property;INVESTIGATE PROPERTY;B2;293;0;25/07/2018 15:13;2018;7;Wednesday;15;0;42.30505376;-71.08403633
I182058688;3201;Property Lost;PROPERTY - LOST;B2;266;0;19/07/2018 07:00;2018;7;Thursday;7;0;0;0
I182058681;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;325;0;25/07/2018 00:00;2018;7;Wednesday;0;0;0;0
I182058680;616;Larceny;LARCENY THEFT OF BICYCLE;B2;260;0;25/07/2018 14:53;2018;7;Wednesday;14;0;42.31943966;-71.09467467
I182058673;3301;Verbal Disputes;VERBAL DISPUTE;B2;325;0;25/07/2018 13:47;2018;7;Wednesday;13;0;42.31943966;-71.09467467
I182058657;1846;Drug Violation;DRUGS - POSS CLASS E;B2;179;0;25/07/2018 13:53;2018;7;Wednesday;13;0;42.30603974;-71.0862124
I182058656;3831;Motor Vehicle Accident Response;M/V - LEAVING SCENE - PROPERTY DAMAGE;B2;330;0;25/07/2018 11:20;2018;7;Wednesday;11;0;42.3218854;-71.07906279
I182058654;614;Larceny From Motor Vehicle;LARCENY THEFT FROM MV - NON-ACCESSORY;B2;329;0;25/07/2018 12:20;2018;7;Wednesday;12;0;42.33380683;-71.10377843
I182058652;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;606;0;25/07/2018 12:39;2018;7;Wednesday;12;0;42.32852889;-71.10121965
I182058642;2629;Harassment;HARASSMENT;B2;280;0;25/07/2018 13:06;2018;7;Wednesday;13;0;42.31226098;-71.08179001
I182058641;3502;Missing Person Located;MISSING PERSON - LOCATED;B2;311;0;25/07/2018 12:14;2018;7;Wednesday;12;0;42.33857;-71.10670681
I182058641;3501;Missing Person Reported;MISSING PERSON;B2;311;0;25/07/2018 12:14;2018;7;Wednesday;12;0;42.32339127;-71.09547475
I182058617;2619;Prisoner Related Incidents;FUGITIVE FROM JUSTICE;B2;179;0;25/07/2018 11:26;2018;7;Wednesday;11;1;42.32177032;-71.09779774
I182058617;3125;Warrant Arrests;WARRANT ARREST;B2;179;0;25/07/2018 11:26;2018;7;Wednesday;11;0;42.33744152;-71.10428096
I182058603;2610;Other;TRESPASSING;B2;288;0;25/07/2018 10:53;2018;7;Wednesday;10;0;0;0
I182058603;2646;Liquor Violation;LIQUOR - DRINKING IN PUBLIC;B2;288;0;25/07/2018 10:53;2018;7;Wednesday;10;0;42.32180073;-71.07728333
I182058587;423;Aggravated Assault;ASSAULT - AGGRAVATED;B2;311;0;25/07/2018 09:37;2018;7;Wednesday;9;1;42.32974821;-71.08454012
I182058587;2629;Harassment;HARASSMENT;B2;311;0;25/07/2018 09:37;2018;7;Wednesday;9;0;42.31949779;-71.09707352
I182058586;3115;Investigate Person;INVESTIGATE PERSON;B2;181;0;25/07/2018 09:35;2018;7;Wednesday;9;0;42.31949779;-71.09707352
I182058571;3201;Property Lost;PROPERTY - LOST;B2;280;0;03/06/2018 06:00;2018;6;Sunday;6;0;42.31096953;-71.08461836
I182058564;2629;Harassment;HARASSMENT;B2;181;0;24/07/2018 14:00;2018;7;Tuesday;14;0;42.32558627;-71.09430645
I182058563;3125;Warrant Arrests;WARRANT ARREST;B2;179;0;25/07/2018 08:15;2018;7;Wednesday;8;0;42.33606304;-71.10782832
I182058559;3115;Investigate Person;INVESTIGATE PERSON;B2;301;0;25/07/2018 07:10;2018;7;Wednesday;7;0;42.32729205;-71.09159029
I182058549;3006;Medical Assistance;SICK/INJURED/MEDICAL - PERSON;B2;321;0;25/07/2018 05:44;2018;7;Wednesday;5;0;42.3263576;-71.07886301
I182058544;3502;Missing Person Located;MISSING PERSON - LOCATED;B2;328;0;25/07/2018 03:37;2018;7;Wednesday;3;0;42.31468252;-71.07527119
